raw_words,task,quadruples
Really liked the bean and cheese quesdilla and the cranberry iced tea .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['cheese', 'quesdilla']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['liked']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 12, 'term': ['cranberry', 'iced', 'tea']}, 'category': 'Drinks#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['liked']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['bean']}, 'category': 'Food#Quality', 'opinion': {'from': 1, 'to': 2, 'term': ['liked']}, 'sentiment': 'POS'}]"
"Each meat and sauce and side was rung up separately , which made it even harder .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 14, 'to': 16, 'term': ['even', 'harder']}, 'sentiment': 'NEG'}]"
Tartufo pizza was fantastic .,ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Tartufo', 'pizza']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['fantastic']}, 'sentiment': 'POS'}]"
"Overall , an enjoyable experience and I would consider coming back in the future , especially with the 10 % off Yelp promotion .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 3, 'to': 4, 'term': ['enjoyable']}, 'sentiment': 'POS'}]"
Thin crust pepperoni all day .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Thin', 'crust', 'pepperoni']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Only complaint would be service can be brusque but as Ive stated over and again for good , cheap , order at the counter food I can deal with that",ACOS,"[{'aspect': {'from': 24, 'to': 25, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 17, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 2, 'term': ['complaint']}, 'sentiment': 'NEG'}, {'aspect': {'from': 24, 'to': 25, 'term': ['food']}, 'category': 'Food#Prices', 'opinion': {'from': 18, 'to': 19, 'term': ['cheap']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['brusque']}, 'sentiment': 'NEG'}]"
Once home I enjoyed a Huge meaty breast piece with lots of surface area for the crunchy fried chicken goodness and the hubby grabbed a thigh his favorite and also a crunchy delight .,ACOS,"[{'aspect': {'from': 25, 'to': 26, 'term': ['thigh']}, 'category': 'Food#Quality', 'opinion': {'from': 27, 'to': 28, 'term': ['favorite']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 9, 'term': ['meaty', 'breast', 'piece']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['enjoyed']}, 'sentiment': 'POS'}, {'aspect': {'from': 25, 'to': 26, 'term': ['thigh']}, 'category': 'Food#Quality', 'opinion': {'from': 31, 'to': 33, 'term': ['crunchy', 'delight']}, 'sentiment': 'POS'}]"
We went here twice for breakfast and it was pretty damn delicious according to my boyfriend .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['breakfast']}, 'category': 'Food#Quality', 'opinion': {'from': 9, 'to': 12, 'term': ['pretty', 'damn', 'delicious']}, 'sentiment': 'POS'}]"
It 's delicious .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Drinks#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['delicious']}, 'sentiment': 'POS'}]"
I have lived in boulder for 6 years and this is my favorite restaurant .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['restaurant']}, 'category': 'Restaurant#General', 'opinion': {'from': 12, 'to': 13, 'term': ['favorite']}, 'sentiment': 'POS'}]"
The people at the table next to me were also complaining about the food .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['complaining']}, 'sentiment': 'NEG'}]"
Lame that they serve everything in to-go containers though and do n't even encourage recycling .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Lame']}, 'sentiment': 'NEG'}]"
The dipped marshmallows were hard .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['dipped', 'marshmallows']}, 'category': 'Food#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['hard']}, 'sentiment': 'NEG'}]"
"This is actually a 3.5 star review , but since I 'm feeling generous , i 'll round up .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
We phoned ahead to make a reservation ( strongly advised ) and had a booth waiting for us .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['reservation']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 10, 'term': ['strongly', 'advised']}, 'sentiment': 'POS'}]"
Try it if you have not .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"On a busy Saturday night we were able to snag two seats at the bar , and the bartender was very friendly and accommodating .",ACOS,"[{'aspect': {'from': 18, 'to': 19, 'term': ['bartender']}, 'category': 'Service#General', 'opinion': {'from': 20, 'to': 22, 'term': ['very', 'friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 18, 'to': 19, 'term': ['bartender']}, 'category': 'Service#General', 'opinion': {'from': 23, 'to': 24, 'term': ['accommodating']}, 'sentiment': 'POS'}]"
You lost a customer because of shoddy service .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 7, 'term': ['shoddy']}, 'sentiment': 'NEG'}]"
Can not express my delight more for this place .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['delight']}, 'sentiment': 'POS'}]"
It was a whole grain bread and was hearty and flavorful .,ACOS,"[{'aspect': {'from': 3, 'to': 6, 'term': ['whole', 'grain', 'bread']}, 'category': 'Food#Quality', 'opinion': {'from': 10, 'to': 11, 'term': ['flavorful']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 6, 'term': ['whole', 'grain', 'bread']}, 'category': 'Food#Quality', 'opinion': {'from': 8, 'to': 9, 'term': ['hearty']}, 'sentiment': 'POS'}]"
I 'm confused about why so many reviewers describe this restaurant as `` pricey . '',ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['restaurant']}, 'category': 'Restaurant#Prices', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I stopped going to this location after having to speak with Beth numerous times over wrong orders , being overcharged , and indifferent customer service .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['location']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 19, 'to': 20, 'term': ['overcharged']}, 'sentiment': 'NEG'}, {'aspect': {'from': 5, 'to': 6, 'term': ['location']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 16, 'to': 17, 'term': ['orders']}, 'category': 'Service#General', 'opinion': {'from': 15, 'to': 16, 'term': ['wrong']}, 'sentiment': 'NEG'}, {'aspect': {'from': 23, 'to': 25, 'term': ['customer', 'service']}, 'category': 'Service#General', 'opinion': {'from': 22, 'to': 23, 'term': ['indifferent']}, 'sentiment': 'NEG'}]"
They might not be the most cheery but they are respectful .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['they']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 11, 'term': ['respectful']}, 'sentiment': 'POS'}]"
"Really great place , both my friend and I had to finish our pizzas for lunch .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'great']}, 'sentiment': 'POS'}]"
"Shabu shabu was lots of fun here , if a bit confusing at first .",ACOS,"[{'aspect': {'from': 0, 'to': 2, 'term': ['Shabu', 'shabu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 3, 'to': 6, 'term': ['lots', 'of', 'fun']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 2, 'term': ['Shabu', 'shabu']}, 'category': 'Food#Style_Options', 'opinion': {'from': 9, 'to': 12, 'term': ['a', 'bit', 'confusing']}, 'sentiment': 'NEG'}]"
For some reason the coffee at this Starbucks location always tastes watered down and slightly cold .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['coffee']}, 'category': 'Drinks#Quality', 'opinion': {'from': 11, 'to': 13, 'term': ['watered', 'down']}, 'sentiment': 'NEG'}, {'aspect': {'from': 4, 'to': 5, 'term': ['coffee']}, 'category': 'Drinks#Quality', 'opinion': {'from': 14, 'to': 16, 'term': ['slightly', 'cold']}, 'sentiment': 'NEG'}]"
"Prices reasonable , short wait times , good sized dining area .",ACOS,"[{'aspect': {'from': 9, 'to': 11, 'term': ['dining', 'area']}, 'category': 'Ambience#General', 'opinion': {'from': 7, 'to': 8, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 11, 'term': ['dining', 'area']}, 'category': 'Restaurant#Prices', 'opinion': {'from': 1, 'to': 2, 'term': ['reasonable']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The second time I had to bring my roommates to show them what an awesome Thai place we had so close by ...,ACOS,"[{'aspect': {'from': 15, 'to': 17, 'term': ['Thai', 'place']}, 'category': 'Restaurant#General', 'opinion': {'from': 14, 'to': 15, 'term': ['awesome']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 17, 'term': ['Thai', 'place']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The steak '' is mystery meat worthy of being sold in the dollar store .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['steak']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
What exactly happened for two slices of pizza to take close to a hour and a half .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Just wish the place was a little bit bigger .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Ambience#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
This does n't bother me because they have my favorite beer ( Fireman # 4 ) on tap .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['beer']}, 'category': 'Drinks#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['favorite']}, 'sentiment': 'POS'}]"
Very less rice on a small plate ! 2 .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['rice']}, 'category': 'Food#Style_Options', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'less']}, 'sentiment': 'NEG'}]"
Service was fantastic and drinks were amazing ! !,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['drinks']}, 'category': 'Drinks#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Service']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['fantastic']}, 'sentiment': 'POS'}]"
Their salt and pepper squid is the best on this side of the river and their mala fish will make you cry with joy .,ACOS,"[{'aspect': {'from': 16, 'to': 18, 'term': ['mala', 'fish']}, 'category': 'Food#Quality', 'opinion': {'from': 23, 'to': 24, 'term': ['joy']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['salt']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['best']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['pepper', 'squid']}, 'category': 'Food#Quality', 'opinion': {'from': 7, 'to': 8, 'term': ['best']}, 'sentiment': 'POS'}]"
"Hot and perfectly flaky , not too greasy , add a touch of soy sauce and you 're set !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 8, 'term': ['not', 'too', 'greasy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Hot']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Food#Quality', 'opinion': {'from': 2, 'to': 4, 'term': ['perfectly', 'flaky']}, 'sentiment': 'POS'}]"
"Because of its size , you would definitely need reservations , whether for lunch or dinner.Our waiter was very nice and took extra care to make sure the kitchen worked around a food allergy of one of my coworkers .",ACOS,"[{'aspect': {'from': 16, 'to': 17, 'term': ['waiter']}, 'category': 'Service#General', 'opinion': {'from': 18, 'to': 20, 'term': ['very', 'nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 16, 'to': 17, 'term': ['waiter']}, 'category': 'Service#General', 'opinion': {'from': 21, 'to': 24, 'term': ['took', 'extra', 'care']}, 'sentiment': 'POS'}]"
The food always comes out super quick and the service is awesome !,ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 11, 'to': 12, 'term': ['awesome']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['service']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 7, 'term': ['super', 'quick']}, 'sentiment': 'POS'}]"
"The staff was very polite and tried to be as accommodating as possible , but the food was what it was .",ACOS,"[{'aspect': {'from': 16, 'to': 17, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'polite']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['staff']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 13, 'term': ['as', 'accommodating', 'as', 'possible']}, 'sentiment': 'POS'}]"
"The food was just ok , but the price was far too high for what we received .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Prices', 'opinion': {'from': 10, 'to': 13, 'term': ['far', 'too', 'high']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 3, 'to': 5, 'term': ['just', 'ok']}, 'sentiment': 'POS'}]"
Dont say ten minutes for pick up and not have it ready for 22 minutes .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"Do n't let the small street facade fool you , this place has plenty of room and it 's not cramped.But the menu , holy cow ! ! !",ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['room']}, 'category': 'Restaurant#General', 'opinion': {'from': 13, 'to': 14, 'term': ['plenty']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['place']}, 'category': 'Restaurant#General', 'opinion': {'from': 19, 'to': 21, 'term': ['not', 'cramped.But']}, 'sentiment': 'POS'}]"
"The pasta bolognese ( my friend got that , so do n't judge me ) tasted slightly canned .",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['pasta', 'bolognese']}, 'category': 'Food#Quality', 'opinion': {'from': 16, 'to': 18, 'term': ['slightly', 'canned']}, 'sentiment': 'NEG'}]"
2 hours later ( believe me I regret it and will never do it again ) we finally got it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['regret']}, 'sentiment': 'NEG'}]"
I will be back again !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
We love Jacivas !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['Jacivas']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}]"
"It would have been really hard to get my party of 4 in here if we had needed to eat here , but we took it to go out to the Market benches.Fantastic food .",ACOS,"[{'aspect': {'from': 33, 'to': 34, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 32, 'to': 33, 'term': ['benches.Fantastic']}, 'sentiment': 'POS'}]"
The dollop of sour cream was way too generous .,ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['sour', 'cream']}, 'category': 'Food#Style_Options', 'opinion': {'from': 7, 'to': 9, 'term': ['too', 'generous']}, 'sentiment': 'POS'}]"
"Once inside , it was rather noisy since there is no door ( or the door was open ) to the kitchen .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Ambience#General', 'opinion': {'from': 5, 'to': 7, 'term': ['rather', 'noisy']}, 'sentiment': 'NEG'}]"
The Cactus Club has the best Queso Fundido I have ever had !,ACOS,"[{'aspect': {'from': 6, 'to': 8, 'term': ['Queso', 'Fundido']}, 'category': 'Food#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['best']}, 'sentiment': 'POS'}]"
The three stars is because in all honesty the food is not that great .,ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['food']}, 'category': 'Food#Quality', 'opinion': {'from': 11, 'to': 14, 'term': ['not', 'that', 'great']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Decent drink specials and great live bands .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['live', 'bands']}, 'category': 'Restaurant#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 3, 'term': ['drink', 'specials']}, 'category': 'Food#Quality', 'opinion': {'from': 0, 'to': 1, 'term': ['Decent']}, 'sentiment': 'POS'}]"
"I had the Salmon and asparagus for the main course , it was amazing .",ACOS,"[{'aspect': {'from': 3, 'to': 6, 'term': ['Salmon', 'and', 'asparagus']}, 'category': 'Food#Quality', 'opinion': {'from': 13, 'to': 14, 'term': ['amazing']}, 'sentiment': 'POS'}]"
Fun Fun Fun ! !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 2, 'to': 3, 'term': ['Fun']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 1, 'to': 2, 'term': ['Fun']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Restaurant#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fun']}, 'sentiment': 'POS'}]"
